ID,租金,面积,房型,板块,朝向,rent
LF1657016817257807872,2100,127.0,3,安次,南 北,16.53543307086614
LF1657040716854984704,1100,50.0,1,安次,西,22.0
LF1657609874499960832,1000,54.0,1,安次,南,18.51851851851852
LF1657587442611388416,1800,128.0,3,安次,南 北,14.0625
LF1658427468945555456,1300,85.0,2,安次,南 北,15.294117647058824
LF1658399612987244544,1600,89.0,2,安次,南 北,17.97752808988764
LF1658809633868873728,1500,88.0,3,安次,南 北,17.045454545454547
LF1650814311657897984,1500,100.0,3,安次,南 北,15.0
LF1652522933723070464,1500,108.0,3,安次,南 北,13.88888888888889
LF1652962033626251264,1500,68.0,1,安次,南,22.058823529411764
LF1653229382661046272,1700,99.95,3,安次,南 北,17.008504252126063
LF1659474975351898112,1350,96.0,3,安次,南 北,14.0625
LF1659796764825223168,1666,118.3,3,安次,南 北,14.08284023668639
LF1659928890476331008,1200,65.0,2,安次,南 北,18.46153846153846
LF1659885026709340160,1800,135.0,3,安次,南 北,13.333333333333334
LF1660207843434823680,1800,124.0,3,安次,南 北,14.516129032258064
LF1660495869771776000,2200,130.0,3,安次,南,16.923076923076923
LF1660967937944584192,1500,95.0,3,安次,南 北,15.789473684210526
LF1653607483400257536,1300,75.0,1,安次,南,17.333333333333332
LF1653608923770388480,1500,60.0,2,安次,南,25.0
LF1654483108973510656,1800,85.79,2,安次,南,20.981466371371955
LF1640992572287483904,3333,50.0,1,安次,东,66.66
LF1642003741953490944,1500,89.0,3,安次,南 北,16.853932584269664
LF1641789611908792320,1100,90.0,2,安次,南 北,12.222222222222221
LF1642864170196008960,1200,66.0,2,安次,东 北,18.181818181818183
LF1643446670454685696,1500,95.0,3,安次,南 北,15.789473684210526
LF1643524825081184256,1100,43.0,1,安次,东北,25.58139534883721
LF1644248526391083008,1200,87.0,2,安次,南 北,13.793103448275861
LF1644559195594293248,1050,65.0,2,安次,南 北,16.153846153846153
LF1648201860013621248,1400,94.0,3,安次,南 北,14.893617021276595
LF1648503740220571648,1600,80.0,2,安次,南,20.0
LF2791375388981600256,900,84.0,2,安次,南 北,10.714285714285714
LF2816500292856848384,1000,110.0,3,安次,南,9.090909090909092
LF2820866110159585280,900,40.0,1,安次,北,22.5
LF2821079567526273024,1000,90.0,2,安次,南,11.11111111111111
LF1655138221769621504,1800,90.0,2,安次,南 北,20.0
LF1655053035757371392,1300,93.0,3,安次,南 北,13.978494623655914
LF1644643551830605824,1300,85.0,3,安次,南 北,15.294117647058824
LF1644936955357560832,1200,60.0,2,安次,南 北,20.0
LF1645266490225590272,1100,88.01,2,安次,南,12.498579706851494
LF1644661775041298432,1400,63.76,2,安次,南,21.957340025094105
LF1644907882484858880,1100,68.94,1,安次,南,15.955903684363214
LF1645625096070496256,1100,115.0,3,安次,南 北,9.565217391304348
LF1658029759663177728,1700,96.0,3,安次,南 北,17.708333333333332
LF2894031660603949056,1300,86.0,3,安次,南 北,15.116279069767442
LF2897194797633126400,1100,85.0,2,安次,南,12.941176470588236
LF2900036600165834752,1300,102.77,3,安次,南 北,12.649605916123383
LF1659052440181276672,1400,75.0,2,安次,南 北,18.666666666666668
LF1635131365055791104,1400,80.0,2,安次,南,17.5
LF1655432277263384576,1200,100.0,2,安次,南,12.0
LF1655519590697926656,1700,90.0,2,安次,东,18.88888888888889
LF1655799758247165952,1200,62.0,2,安次,南 北,19.35483870967742
LF1656948821374009344,1400,90.0,3,安次,南 北,15.555555555555555
LF1648587031137222656,1100,104.0,2,安次,东 西,10.576923076923077
LF1648582688652656640,1100,75.0,2,安次,南 北,14.666666666666666
LF1648881676668895232,1400,101.37,3,安次,南 北,13.810792147578178
LF1718474342037192704,1000,38.0,1,安次,南,26.31578947368421
LF1667464131814359040,1300,82.86,2,安次,南 北,15.68911416847695
LF1667746205712515072,1300,73.0,2,安次,南,17.80821917808219
LF1670023596585517056,1000,60.0,1,安次,南,16.666666666666668
LF1670282079146868736,1000,106.0,3,安次,南 北,9.433962264150944
LF1670408302489501696,1400,75.0,2,安次,东 西,18.666666666666668
LF1670350094127333376,1000,74.0,2,安次,南,13.513513513513514
LF1670353610229153792,1400,108.0,3,安次,南 北,12.962962962962964
LF1670706739504218112,2500,117.0,3,安次,东 南,21.367521367521366
LF1704408746416930816,900,76.0,2,安次,南,11.842105263157896
LF1704362163314884608,1300,110.0,3,安次,南,11.818181818181818
LF1704088776302657536,1400,95.0,3,安次,南,14.736842105263158
LF1704085938302353408,1200,40.0,1,安次,南,30.0
LF1704706167462166528,1200,70.0,2,安次,东南 北,17.142857142857142
LF1704780487089717248,1500,85.0,2,安次,南,17.647058823529413
LF1704808221606150144,1700,92.0,2,安次,南 北,18.47826086956522
LF1704810094706819072,1200,58.0,1,安次,南,20.689655172413794
LF1704789015674224640,1000,47.0,1,安次,南,21.27659574468085
LF1705103882788536320,1200,85.0,2,安次,西南,14.117647058823529
LF1701174788640210944,1000,65.0,2,安次,南 北,15.384615384615385
LF1701233381150294016,1400,95.0,3,安次,南 北,14.736842105263158
LF1709864277617147904,899,79.0,2,安次,南,11.379746835443038
LF1709864337511809024,1700,90.0,3,安次,南 北,18.88888888888889
LF1709847099476017152,1500,70.0,1,安次,南,21.428571428571427
LF1710131556745478144,1900,78.0,2,安次,南,24.358974358974358
LF1710149123929276416,900,50.0,1,安次,西,18.0
LF1710142328271798272,1050,46.0,1,安次,南,22.82608695652174
LF1710170020329291776,2000,114.14,3,安次,南 北,17.522340984755562
LF1710153963422089216,1000,121.0,3,安次,南 北,8.264462809917354
LF1710157309503602688,1000,80.0,2,安次,南 北,12.5
LF1710209645605289984,1500,88.46,2,安次,南,16.956816640289397
LF1710215235735912448,1000,33.6,1,安次,北,29.76190476190476
LF1710215765300346880,1000,79.0,2,安次,南 北,12.658227848101266
LF1710231299664379904,3000,127.0,3,安次,南 北,23.62204724409449
LF1710549308870230016,900,87.0,2,安次,南,10.344827586206897
LF1710506247599423488,1500,88.0,2,安次,南,17.045454545454547
LF1710529383766163456,1300,60.0,1,安次,南,21.666666666666668
LF1710564505353715712,2100,115.0,3,安次,南 北,18.26086956521739
LF1710592939329060864,1400,100.0,3,安次,南 北,14.0
LF1692451147803000832,1300,74.0,2,安次,南 北,17.56756756756757
LF1692730036643168256,1280,89.0,2,安次,南 北,14.382022471910112
LF1693619343964766208,1200,58.0,1,安次,南,20.689655172413794
LF1693854693572214784,1700,93.0,2,安次,南 北,18.27956989247312
LF1693944417624260608,1500,98.0,3,安次,南,15.306122448979592
LF1693969015992483840,1400,97.0,3,安次,南 北,14.43298969072165
LF1715961272077385728,1100,83.0,2,安次,南,13.25301204819277
LF1715993140642447360,1400,95.0,3,安次,南 北,14.736842105263158
LF1716382287844605952,1300,47.0,1,安次,北,27.659574468085108
LF1716402136117411840,1300,96.0,3,安次,南 北,13.541666666666666
LF1716660179681935360,1200,50.0,1,安次,南,24.0
LF1716303346274402304,1100,85.0,2,安次,南 北,12.941176470588236
LF1716720010119872512,1500,65.0,1,安次,南,23.076923076923077
LF1716729677252395008,1150,61.0,1,安次,南,18.852459016393443
LF1716713483304697856,1200,58.0,2,安次,南 北,20.689655172413794
LF1716688907476664320,1300,48.0,1,安次,东,27.083333333333332
LF1716761040101834752,1200,51.54,1,安次,南 北,23.28288707799767
LF1716821624214257664,1200,88.0,3,安次,南 北,13.636363636363637
LF1717099725984890880,1300,65.0,2,安次,西,20.0
LF1717377937793089536,1600,100.0,2,安次,南,16.0
LF1717784345797722112,1300,82.0,3,安次,南 北,15.853658536585366
LF1717764976627679232,1100,100.0,2,安次,南 北,11.0
LF1718111575170088960,1300,45.0,1,安次,南,28.88888888888889
LF1718100385710735360,1000,91.0,3,安次,南 北,10.989010989010989
LF1717847060557856768,1500,90.0,3,安次,南 北,16.666666666666668
LF1718238525708566528,1500,92.5,2,安次,南 北,16.216216216216218
LF1718576971333500928,1800,90.26,2,安次,南,19.942388654996677
LF1718569433103859712,1400,97.0,3,安次,南 北,14.43298969072165
LF1655788382824955904,1600,96.0,3,安次,南 北,16.666666666666668
LF2864351093599502336,1300,80.0,2,安次,南 北,16.25
LF1661602396846948352,1300,80.0,2,安次,南 北,16.25
LF1662316247011819520,1300,85.0,2,安次,南,15.294117647058824
LF2874549211494621184,1300,80.0,2,安次,南 北,16.25
LF1704043841964736512,1700,96.0,2,安次,西南,17.708333333333332
LF1703968392702066688,1600,120.0,3,安次,南 北,13.333333333333334
LF1704029849816924160,1200,108.0,3,安次,南 北,11.11111111111111
LF1704001151516540928,1000,77.9,2,安次,东南,12.836970474967906
LF1704376268323028992,1600,90.0,2,安次,东,17.77777777777778
LF1704086863142191104,1600,135.0,3,安次,南 北,11.851851851851851
LF1704087621883396096,1400,72.0,2,安次,南,19.444444444444443
LF1704087586982592512,1300,80.0,2,安次,南,16.25
LF1704096144583294976,1200,75.0,2,安次,南 北,16.0
LF1704086546551930880,1200,90.0,3,安次,南 北,13.333333333333334
LF1704349810942803968,800,54.0,2,安次,南,14.814814814814815
LF1704344774221234176,1200,52.0,2,安次,南 北,23.076923076923077
LF1704678715268530176,1500,100.0,2,安次,南,15.0
LF1704680690718605312,1400,72.0,2,安次,南 北,19.444444444444443
LF1704495096335958016,1800,92.0,2,安次,南 北,19.565217391304348
LF1704453456133095424,1500,88.0,2,安次,南,17.045454545454547
LF1704701770770415616,1000,37.0,1,安次,西,27.027027027027028
LF1704705047243259904,1500,78.0,2,安次,南 北,19.23076923076923
LF1704714257448304640,2200,180.0,4,安次,南 北,12.222222222222221
LF1704818268008611840,1200,86.0,2,安次,南,13.953488372093023
LF1712804138036756480,1500,111.0,3,安次,南 北,13.513513513513514
LF1713138941818830848,1100,74.0,2,安次,南 北,14.864864864864865
LF1705148318381768704,1400,70.0,2,安次,南,20.0
LF1705154164717256704,2100,98.0,3,安次,南 北,21.428571428571427
LF1705495411705249792,1700,127.0,3,安次,南 北,13.385826771653543
LF1705501455181414400,1300,104.21,2,安次,西南,12.474810478840803
LF1705529481592045568,1200,72.0,1,安次,南,16.666666666666668
LF1705563954165579776,1000,87.0,2,安次,南 北,11.494252873563218
LF1705542708682031104,1800,92.0,2,安次,南 北,19.565217391304348
LF1701521680003760128,1300,78.0,2,安次,南,16.666666666666668
LF1705865713761124352,1500,115.0,3,安次,南 北,13.043478260869565
LF1705890915597418496,1400,96.0,2,安次,南,14.583333333333334
LF1706222449269407744,1800,87.18,2,安次,南 北,20.64693737095664
LF1706158314594762752,1200,130.0,3,安次,南 北,9.23076923076923
LF1706139854191984640,1900,94.0,2,安次,南,20.21276595744681
LF1706142769770135552,900,54.06,1,安次,南,16.64816870144284
LF1697163952644947968,800,40.0,1,安次,北,20.0
LF1697476070166495232,1200,79.49,2,安次,南,15.096238520568626
LF1594528780758548480,1700,107.0,3,安次,南 北,15.88785046728972
LF1611248462655913984,900,142.0,1,安次,西,6.338028169014085
LF1691044693074247680,1000,160.0,4,安次,南 北,6.25
LF1703347206481772544,900,116.0,3,安次,南 北,7.758620689655173
LF1696479107346333696,840,40.0,1,安次,南,21.0
LF1697176561028956160,1100,85.0,3,安次,东,12.941176470588236
LF1646381030690521088,1600,85.79,2,安次,南 北,18.650192330108403
LF1693911307872370688,1500,116.0,3,安次,南 北,12.931034482758621
LF1698982325804597248,1500,74.0,2,安次,南,20.27027027027027
LF1690932821478080512,1200,88.7,2,安次,南 西,13.528748590755354
LF1654680169341779968,1500,102.0,3,安次,南 北,14.705882352941176
LF1673701639023755264,900,65.0,2,安次,南 北,13.846153846153847
LF1683417656599773184,1500,84.0,2,安次,南 北,17.857142857142858
LF1713747514873610240,1300,75.0,2,安次,南,17.333333333333332
LF1575013653067857920,1200,84.47,3,安次,南 北,14.206227062862554
LF1602951022890713088,1100,76.34,2,安次,南 北,14.40922190201729
LF1715266577080778752,1300,67.0,2,安次,南,19.402985074626866
LF1638044367945990144,1200,50.0,1,安次,西,24.0
LF1680059612486696960,1300,70.0,2,安次,南 北,18.571428571428573
LF1610584369909465088,1600,85.0,2,安次,南 北,18.823529411764707
LF1712684551005798400,900,36.0,1,安次,北,25.0
LF1694196420719935488,800,38.0,1,安次,南,21.05263157894737
LF1675110085765890048,800,65.87,2,安次,东 西,12.145134355548807
LF1716316117061861376,1300,88.0,2,安次,南,14.772727272727273
LF1711331000870502400,1400,90.0,2,安次,南 北,15.555555555555555
LF1652540984677892096,1400,85.0,2,安次,南,16.470588235294116
LF1592845087589531648,1200,120.0,3,安次,南 北,10.0
LF1674984345946816512,1500,107.0,3,安次,南 北,14.018691588785046
LF2780982024020959232,1100,96.26,3,安次,南 北,11.427384167878662
LF1673231124790247424,1500,126.0,4,安次,南 北,11.904761904761905
LF1704051001419366400,1200,58.0,1,安次,南,20.689655172413794
LF1707738471986102272,1600,130.0,3,安次,南 北,12.307692307692308
LF1584489673621766144,1100,43.0,1,安次,南,25.58139534883721
LF1585121311464620032,1300,86.0,2,安次,南 北,15.116279069767442
LF1585479471694086144,1100,63.52,1,安次,东南,17.317380352644836
LF1585463646555734016,1300,68.73,2,安次,南,18.91459333624327
LF1586610351225438208,1000,36.62,1,安次,东,27.30748225013654
LF1588754398941544448,950,65.0,2,安次,南 北,14.615384615384615
LF1620702156669583360,1500,130.25,3,安次,南 北,11.516314779270633
LF1588487318489006080,1550,70.0,2,安次,南 北,22.142857142857142
LF1589530993801297920,1100,39.0,1,安次,东,28.205128205128204
LF1589206013066608640,1300,88.0,3,安次,南 北,14.772727272727273
LF1690949317151424512,1100,78.0,2,安次,南 北,14.102564102564102
LF1685973141664301056,1400,98.45,3,安次,南 北,14.220416455053327
LF1575698422445375488,1100,90.0,2,安次,南 北,12.222222222222221
LF1698958227418382336,1300,67.19,2,安次,南 北,19.348117279357048
LF1678625816755306496,1200,86.0,2,安次,南 北,13.953488372093023
LF1673566098684903424,1200,85.0,2,安次,南,14.117647058823529
LF2892610593481826304,1500,106.0,3,安次,南 北,14.150943396226415
LF1710952068245618688,1100,85.0,2,安次,南 北,12.941176470588236
LF1589910117942296576,1300,103.0,3,安次,南 北,12.62135922330097
LF1590262351309832192,1500,85.0,2,安次,南,17.647058823529413
LF1595347992724897792,1300,81.89,2,安次,南 北,15.874954206862865
LF1622905911922130944,2600,86.0,2,安次,南,30.232558139534884
LF1624311296868483072,1400,90.0,2,安次,西南,15.555555555555555
LF1602155838263263232,1250,60.0,2,安次,南,20.833333333333332
LF1603713628165373952,1200,88.0,2,安次,南,13.636363636363637
LF1604390236387803136,1300,107.15,3,安次,南 北,12.132524498366775
LF1605491715492282368,1300,90.0,3,安次,南 北,14.444444444444445
LF1606121999665463296,900,37.0,1,安次,南,24.324324324324323
LF1696449544117551104,1200,87.0,2,安次,南 北,13.793103448275861
LF1696726946324414464,1100,87.0,2,安次,南,12.64367816091954
LF1696738117337219072,1700,95.0,3,安次,南 北,17.894736842105264
LF1696830655209406464,1450,80.0,2,安次,南 北,18.125
LF1697080500927070208,1300,87.0,3,安次,南 北,14.942528735632184
LF1697080741340381184,1800,126.0,3,安次,南 北,14.285714285714286
LF1696857395419938816,1800,97.0,3,安次,南 北,18.556701030927837
LF1696884615869890560,1500,101.0,3,安次,南 北,14.851485148514852
LF1697100966232326144,1300,81.57,2,安次,南,15.937231825426016
LF1697099704476631040,1200,87.0,2,安次,南 北,13.793103448275861
LF1697195744261308416,900,38.0,1,安次,南,23.68421052631579
LF1697207219902218240,1500,107.0,3,安次,南 北,14.018691588785046
LF1699421945868582912,1200,40.0,1,首尔甜城商圈,东,30.0
LF1657331010385215488,3250,140.34,2,首尔甜城商圈,东南,23.158044748468004
LF1633429307680358400,1300,67.33,2,首尔甜城商圈,东北,19.307886529036093
LF1705882915784622080,2000,81.3,3,首尔甜城商圈,东南,24.600246002460025
LF1717778406348685312,2200,98.0,3,首尔甜城商圈,南 北,22.448979591836736
LF1702268789300658176,1500,51.65,1,首尔甜城商圈,南,29.04162633107454
LF1594191168025919488,1000,89.0,3,首尔甜城商圈,西南,11.235955056179776
LF1688750845304242176,1800,92.0,3,首尔甜城商圈,南 北,19.565217391304348
LF1692012690827902976,1500,51.56,1,首尔甜城商圈,南,29.09231962761831
LF1692484688515432448,2000,83.76,2,首尔甜城商圈,南,23.87774594078319
LF1689475620121083904,1800,76.05,2,首尔甜城商圈,东,23.668639053254438
LF1673251425976582144,3000,83.17,2,首尔甜城商圈,南,36.07069856919562
LF1658700089259982848,1550,72.0,2,首尔甜城商圈,东 西 北,21.52777777777778
LF1704327741546954752,1950,76.59,2,首尔甜城商圈,南,25.4602428515472
LF1691727628454592512,1500,89.0,3,首尔甜城商圈,东南,16.853932584269664
LF1658007129644072960,900,40.0,1,首尔甜城商圈,北,22.5
LF1627509696908754944,1400,63.0,2,首尔甜城商圈,南,22.22222222222222
LF1716754153939664896,800,85.0,3,首尔甜城商圈,南 北,9.411764705882353
LF1627523645133815808,1600,81.99,2,首尔甜城商圈,南,19.514574948164412
LF1654386935600250880,1500,50.0,1,首尔甜城商圈,北,30.0
LF1711738687949111296,1800,83.0,2,首尔甜城商圈,南,21.686746987951807
LF2840686651595309056,1600,85.0,2,首尔甜城商圈,南 北,18.823529411764707
LF1710259957913354240,2000,80.9,2,首尔甜城商圈,南 北,24.72187886279357
LF1677949180321988608,1200,42.37,2,首尔甜城商圈,东北,28.321925890960586
LF1654004563302154240,1300,67.33,2,首尔甜城商圈,西北,19.307886529036093
LF1718638688029638656,1300,71.0,2,首尔甜城商圈,东北,18.309859154929576
LF1566000690076057600,900,75.84,2,首尔甜城商圈,南,11.867088607594937
LF1718520786035146752,1500,66.0,2,首尔甜城商圈,东 西 北,22.727272727272727
LF1602535252100644864,1000,84.79,2,首尔甜城商圈,南,11.793843613633681
LF1718964434291916800,1100,36.0,1,首尔甜城商圈,南,30.555555555555557
LF1707689768302673920,1500,92.24,2,首尔甜城商圈,南 北,16.26192541196878
LF1684591757477543936,750,92.22,2,首尔甜城商圈,南,8.132726089785296
LF1652924455594229760,2100,98.0,3,首尔甜城商圈,南 北,21.428571428571427
LF1701824958734270464,1800,92.24,2,首尔甜城商圈,南 北,19.514310494362533
LF1634476779190091776,1800,92.24,2,首尔甜城商圈,南 北,19.514310494362533
LF1677654215796719616,2000,86.0,2,首尔甜城商圈,南 北,23.25581395348837
LF1713054374206373888,1000,109.0,3,首尔甜城商圈,南 北,9.174311926605505
LF1702235358059560960,2600,96.72,3,首尔甜城商圈,南 北,26.881720430107528
LF1719223041034027008,1600,89.0,3,首尔甜城商圈,东南,17.97752808988764
LF1638376369198989312,1500,89.39,2,首尔甜城商圈,南 北,16.78040049222508
LF1706133521912823808,1300,92.0,2,安次,南 北,14.130434782608695
LF1673595603046629376,1100,90.0,3,安次,南,12.222222222222221
LF1706515752888041472,900,56.0,1,安次,南,16.071428571428573
LF1711947959467245568,800,30.0,1,安次,南,26.666666666666668
LF1696368990965727232,1600,120.0,3,安次,南 北,13.333333333333334
LF1703707297118683136,800,40.0,1,安次,南,20.0
LF1716400697164955648,1600,88.0,2,安次,南,18.181818181818183
LF1677160532957724672,1200,80.0,1,安次,东,15.0
LF1668089471280611328,1400,76.0,3,安次,南 北,18.42105263157895
LF1696120507381841920,1500,78.0,2,安次,南,19.23076923076923
LF1690972582301401088,1300,76.0,2,安次,南,17.105263157894736
LF1663110025654042624,1000,35.84,1,首尔甜城商圈,东南,27.90178571428571
LF1667823890342084608,1100,40.13,1,首尔甜城商圈,南,27.410914527784698
LF1712784214258089984,1200,51.49,1,首尔甜城商圈,东,23.305496212856866
LF1692085171769049088,1600,84.15,2,首尔甜城商圈,南,19.0136660724896
LF1678011389165174784,1300,76.0,2,首尔甜城商圈,东北,17.105263157894736
LF1710150675666567168,1300,80.6,2,首尔甜城商圈,南,16.129032258064516
LF1683286190159036416,1500,78.46,2,首尔甜城商圈,东 南,19.118021921998473
LF1710859023781199872,1500,68.63,2,首尔甜城商圈,西北,21.856331050560982
LF1626791694621999104,1400,51.0,1,首尔甜城商圈,东,27.45098039215686
LF2737714124804071424,1300,56.67,1,首尔甜城商圈,西南,22.939827068995942
LF1624369380424941568,700,77.36,2,首尔甜城商圈,南,9.048603929679421
LF1679683747399598080,1200,53.0,1,首尔甜城商圈,东,22.641509433962263
LF1680582453254684672,1600,85.06,2,首尔甜城商圈,南,18.810251587114976
LF1623607853082214400,1700,79.21,2,首尔甜城商圈,东北,21.461936624163616
LF1685916386389393408,700,88.0,1,首尔甜城商圈,南 北,7.954545454545454
LF1587350443334303744,1000,59.96,1,首尔甜城商圈,北,16.67778519012675
LF1696429876715716608,1400,80.64,2,首尔甜城商圈,东,17.36111111111111
LF1704021252160618496,1500,87.07,2,首尔甜城商圈,西南,17.227518088893994
LF1699259727092908032,1100,39.5,1,首尔甜城商圈,西,27.848101265822784
LF1705877404536274944,1450,84.16,2,首尔甜城商圈,南 北,17.229087452471482
LF1717483530612637696,1700,77.0,2,首尔甜城商圈,南,22.07792207792208
LF1701465897329229824,1500,84.85,2,首尔甜城商圈,南,17.67825574543312
LF1677878696515469312,1500,63.0,1,首尔甜城商圈,西,23.80952380952381
LF1668943941979865088,2000,94.41,3,首尔甜城商圈,西南,21.18419658934435
LF1657643154498650112,850,39.97,1,首尔甜城商圈,北,21.26594946209657
LF1644990918161334272,1350,61.14,2,首尔甜城商圈,南,22.080471050049066
LF1657019888591437824,1500,91.0,2,首尔甜城商圈,东,16.483516483516482
LF1682780821926182912,1450,85.0,2,首尔甜城商圈,南,17.058823529411764
LF1640966176060211200,1100,51.0,1,首尔甜城商圈,东,21.568627450980394
LF1568164138369155072,2200,124.78,3,首尔甜城商圈,南 北,17.63103061388043
LF1612779824248520704,1050,36.83,1,首尔甜城商圈,北,28.509367363562315
LF1623602315510415360,1200,49.11,1,首尔甜城商圈,北,24.43494196701283
LF1639148274440994816,1200,41.97,1,首尔甜城商圈,南,28.591851322373124
LF1709097232394878976,1800,88.99,2,首尔甜城商圈,南,20.226991796831104
LF1686680309615034368,2200,119.25,3,首尔甜城商圈,南 北,18.448637316561843
LF1661671400621998080,1500,81.92,2,首尔甜城商圈,西北,18.310546875
LF1662114644606582784,1350,51.0,1,首尔甜城商圈,北,26.470588235294116
LF1703262894965129216,2000,84.03,3,首尔甜城商圈,南 北,23.80102344400809
LF1673663830401482752,1850,81.77,2,首尔甜城商圈,东,22.624434389140273
LF1698674518723133440,1600,84.92,2,首尔甜城商圈,南,18.841262364578427
LF1625358942072733696,1900,85.01,2,首尔甜城商圈,南,22.350311728031993
LF1709117054432313344,1000,123.06,4,首尔甜城商圈,南 北,8.126117341134405
LF1701100621827932160,1500,81.99,2,首尔甜城商圈,南,18.294914013904137
LF1689221286556860416,2000,82.94,2,首尔甜城商圈,南,24.113817217265495
LF1680165435502231552,1800,93.24,2,首尔甜城商圈,南 北,19.305019305019307
LF1718463449350012928,1000,41.0,1,首尔甜城商圈,东,24.390243902439025
LF1586943888730357760,1600,85.0,2,首尔甜城商圈,南 北,18.823529411764707
LF1709536301432176640,1600,85.56,2,首尔甜城商圈,南,18.700327255726975
LF1687751766289940480,1400,87.0,2,首尔甜城商圈,东南,16.091954022988507
LF1696416230560235520,1500,85.0,2,首尔甜城商圈,南,17.647058823529413
LF1571491434215768064,700,36.14,1,首尔甜城商圈,南,19.36912008854455
LF1653675178212720640,2000,116.66,3,首尔甜城商圈,南 北,17.143836790673753
LF1676909477099470848,1500,76.7,2,首尔甜城商圈,南,19.556714471968707
LF1688781335960748032,1400,68.0,2,首尔甜城商圈,东 东北,20.58823529411765
LF1642011269449908224,2000,94.21,3,首尔甜城商圈,西南,21.229168878038426
LF1697440778797711360,2200,123.93,3,首尔甜城商圈,东南,17.7519567497781
LF1696794454322577408,1300,87.13,2,首尔甜城商圈,南 北,14.920234132904856
LF1669649061004705792,2000,98.0,3,首尔甜城商圈,南 北,20.408163265306122
LF1714178630554222592,2300,124.0,3,首尔甜城商圈,南 北,18.548387096774192
LF1719187132485992448,1500,71.0,2,首尔甜城商圈,东 北,21.12676056338028
LF1584157279337316352,800,88.0,2,首尔甜城商圈,南,9.090909090909092
LF1718880297010855936,1250,42.54,1,首尔甜城商圈,北,29.384109073812883
LF1669213830166609920,5000,80.0,4,首尔甜城商圈,南,62.5
LF1627260180519452672,1100,40.2,1,首尔甜城商圈,西,27.36318407960199
LF1703379872522436608,1800,94.0,2,首尔甜城商圈,南,19.148936170212767
LF1624365990231932928,1750,96.31,3,首尔甜城商圈,东南,18.170491122417193
LF1709515517053632512,1600,82.0,2,首尔甜城商圈,南,19.51219512195122
LF1665581288028897280,1600,86.0,2,首尔甜城商圈,南 北,18.6046511627907
LF1694906302674763776,1900,94.67,2,首尔甜城商圈,南 北,20.069715855075525
LF1611710112966115328,1800,66.82,3,首尔甜城商圈,西南 北,26.93804250224484
LF1671357612362301440,1600,82.0,2,首尔甜城商圈,西,19.51219512195122
LF2905670196193148928,1600,82.26,3,首尔甜城商圈,南 北,19.450522732798444
LF1717066300771008512,1500,93.61,2,首尔甜城商圈,南 北,16.023929067407327
LF2732753698261573632,1800,82.0,3,首尔甜城商圈,西南,21.951219512195124
LF1669899315234996224,1500,76.39,2,首尔甜城商圈,东南,19.636078020683335
LF1586705581190676480,1700,82.56,2,首尔甜城商圈,南 北,20.59108527131783
LF1705476303496413184,3400,95.77,2,首尔甜城商圈,南 北,35.50172287772789
LF1698651327325798400,1900,115.0,3,首尔甜城商圈,南 北,16.52173913043478
LF1657010498245230592,3800,125.82,3,首尔甜城商圈,西南,30.20187569543793
LF1670021768510701568,1500,82.56,2,首尔甜城商圈,西南,18.16860465116279
LF1692744388800675840,1900,98.05,3,首尔甜城商圈,西南,19.37786843447221
LF1718467055318990848,1500,50.0,1,首尔甜城商圈,北,30.0
LF1646086348941033472,1500,81.66,2,首尔甜城商圈,南 北,18.368846436443793
LF1569960467747569664,1400,85.0,2,首尔甜城商圈,南,16.470588235294116
LF1653630592190775296,1000,51.0,1,首尔甜城商圈,东,19.607843137254903
LF2854939186857771008,1600,82.94,2,首尔甜城商圈,南,19.291053773812394
LF1702289411695181824,2500,94.0,3,首尔甜城商圈,南 北,26.595744680851062
LF1682336750661271552,1600,85.1,2,首尔甜城商圈,南,18.801410105757935
LF1697092720138387456,2800,109.73,3,首尔甜城商圈,西南,25.517178529116922
LF1670268959254904832,1500,68.59,2,首尔甜城商圈,西北,21.869077124945328
LF1702880729060343808,1000,50.98,1,首尔甜城商圈,北,19.615535504119265
LF1696111908471439360,1700,83.0,2,首尔甜城商圈,南,20.481927710843372
LF1678616870355206144,1700,98.25,3,首尔甜城商圈,南 西 北,17.302798982188296
LF1654108795749531648,1500,94.58,2,首尔甜城商圈,南 北,15.859589765278072
LF1585566819681304576,1400,89.58,2,首尔甜城商圈,南,15.628488501897746
LF1718989474530066432,1800,78.65,2,首尔甜城商圈,南,22.88620470438652
LF1696838263651696640,2200,98.32,3,首尔甜城商圈,西南,22.37591537835639
LF1667867645203972096,1300,75.0,2,首尔甜城商圈,南 北,17.333333333333332
LF1662396046052950016,1100,73.0,2,首尔甜城商圈,南 北,15.068493150684931
LF1688416626833096704,1100,51.17,1,首尔甜城商圈,西,21.496970881375805
LF1690575660872892416,1600,88.53,2,首尔甜城商圈,南 北,18.072969614819836
LF1567735289147817984,1500,103.0,3,首尔甜城商圈,南 北,14.563106796116505
LF1679725587763036160,1500,66.5,2,首尔甜城商圈,东 西,22.55639097744361
LF1673947031887937536,1450,66.5,2,首尔甜城商圈,东 西,21.804511278195488
LF1680073137653284864,1600,82.5,3,首尔甜城商圈,西南,19.393939393939394
LF1677167910969147392,2200,108.0,4,首尔甜城商圈,南 北,20.37037037037037
LF1712691657083715584,1700,85.0,2,首尔甜城商圈,南,20.0
LF1695789747030458368,1300,63.24,2,首尔甜城商圈,西,20.55660974067046
