ID,租金,面积,房型,板块,朝向
LF1676466688310116352,1800,94.0,2,开发区其它,南
LF1676535247040151552,1200,59.0,1,开发区其它,南
LF1674622093137805312,1800,138.0,3,开发区其它,南 西 北
LF1611655230997397504,1300,60.0,1,开发区其它,南 北
LF1712320433283399680,1100,85.66,3,开发区其它,南 北
LF1712410555798519808,1400,107.0,3,开发区其它,南 北
LF1715314396546203648,2500,133.0,3,开发区其它,南 北
LF1606149508792582144,4500,360.0,5,开发区其它,南 北
LF1675697796809752576,800,74.5,2,开发区其它,南
LF1692178807605166080,2500,245.0,6,开发区其它,南
LF1666326166534881280,2500,330.0,6,开发区其它,南 北
LF1659143732231929856,2500,412.0,6,开发区其它,南 西北
LF1658102431482904576,850,165.0,4,开发区其它,南 北
LF1718522745014190080,800,60.0,2,开发区其它,东南
LF1649719065163333632,1000,75.0,2,开发区其它,南
LF1689478232019042304,1100,97.0,3,开发区其它,东
LF1689547333890473984,2300,134.0,3,开发区其它,南 北
LF1697485703564230656,2000,132.0,3,开发区其它,南 北
LF1694269101528055808,1200,60.0,1,开发区其它,南 北
LF1696827665811505152,1000,59.0,1,开发区其它,南 西北
LF1696757636722065408,1050,95.0,3,开发区其它,南 北
LF1698318850732326912,1200,59.0,1,开发区其它,南
LF1699354769874747392,1500,97.0,3,开发区其它,南 北
LF1702549905857314816,1300,90.0,3,开发区其它,南
LF1694220244979023872,1500,96.0,3,开发区其它,南 北
LF1695344463381004288,800,80.0,2,开发区其它,南 北
LF1696429091927883776,1500,89.0,3,开发区其它,南 北
LF1703681860577525760,1300,43.0,1,开发区其它,东
LF2646285831966834688,1500,163.53,4,开发区其它,南 北
LF2785307416034811904,2500,150.0,2,开发区其它,南 北
LF1716327536985636864,1000,78.0,2,开发区其它,西
LF1706633177944031232,1200,93.0,2,开发区其它,南
LF1709532470623338496,1500,80.0,2,开发区其它,南
LF1715623191268818944,850,41.0,1,开发区其它,南
LF1705513112930615296,1300,60.0,1,开发区其它,南
LF1705512156801269760,1300,60.0,1,开发区其它,南
LF1705852344031248384,1100,82.0,2,开发区其它,南
LF1705879641467650048,1300,90.0,3,开发区其它,南
LF1706218836165918720,1300,107.0,3,开发区其它,南 北
LF1706255571138641920,1300,88.0,3,开发区其它,南 北
LF1706241183321161728,800,41.88,1,开发区其它,南
LF1695380643346644992,3500,112.31,3,开发区其它,北
LF1706633868699762688,1100,77.0,2,开发区其它,南 北
LF1707238571192090624,2000,110.0,3,开发区其它,南 北
LF1708358922735190016,1300,88.0,3,开发区其它,南 北
LF1708452051177963520,1300,90.25,3,开发区其它,南
LF1708758234745012224,1400,50.0,1,开发区其它,南
LF1708761292296159232,1200,69.9,2,开发区其它,东 西
LF1709069370371604480,1400,55.0,1,开发区其它,南 北
LF1651824221115908096,1200,137.0,3,开发区其它,南 北
LF1655769926629064704,1200,90.17,2,开发区其它,南
LF2872281237999845376,1600,90.0,2,开发区其它,南 北
LF1710169573082267648,1300,107.89,3,开发区其它,南 北
LF1710608711732428800,1300,107.0,3,开发区其它,南 北
LF1710971616814432256,3000,240.0,3,开发区其它,南 北
LF1711285683772981248,1000,90.25,3,开发区其它,南
LF1712036056775262208,1000,83.0,2,开发区其它,南 北
LF1712320433283399680,1100,85.66,3,开发区其它,南 北
LF1712410555798519808,1400,107.0,3,开发区其它,南 北
LF2695649649930272768,1200,78.33,2,开发区其它,南 北
LF2749056712182079488,2000,90.0,2,开发区其它,南
LF2757220417549631488,1200,48.0,1,开发区其它,北
LF2783865521534410752,2000,76.0,1,开发区其它,东
LF2802266681572343808,3000,180.84,3,开发区其它,南 北
LF1657251608947326976,2100,179.58,4,开发区其它,南 北
LF1663742306689220608,8350,254.08,9,开发区其它,南 北
LF1665247706597031936,1400,89.0,3,开发区其它,南 北
LF1664963107379740672,1300,82.9,2,开发区其它,南 北
LF1665332989170548736,1200,80.0,2,开发区其它,南 北
LF1657605983498665984,1800,137.0,3,开发区其它,南 北
LF1657975204690788352,1200,77.75,2,开发区其它,南 北
LF2898671047727382528,4000,253.0,5,开发区其它,南 北
LF2901461701679652864,1000,104.7,2,开发区其它,南 北
LF2904157901734559744,1200,96.0,3,开发区其它,南 北
LF2905020903799144448,1600,60.0,1,开发区其它,东
LF2905026796561383424,1600,60.0,1,开发区其它,西
LF2817987874803425280,1600,86.0,2,开发区其它,南 北
LF2817989536091742208,3400,160.0,3,开发区其它,南 北
LF2840486661451169792,1400,105.0,3,开发区其它,南 北
LF2852274642197159936,1500,110.0,3,开发区其它,南 北
LF1568195812431757312,1700,134.0,3,开发区其它,南 西 北
LF1668153471133548544,1300,110.0,3,开发区其它,南 北
LF1668128489980559360,1500,107.9,3,开发区其它,南 北
LF1668455712021282816,1500,97.0,3,开发区其它,南 北
LF1669570792968421376,1000,78.0,2,开发区其它,南 北
LF1575711501535150080,1000,120.0,2,开发区其它,南 北
LF1575412795040595968,1200,88.0,3,开发区其它,南 北
LF1575312309809577984,1500,128.0,4,开发区其它,南 北
LF1576823625854484480,1100,105.0,2,开发区其它,南 北
LF1670623401602973696,1100,88.0,3,开发区其它,南 北
LF1671014883203743744,5800,226.75,6,开发区其它,南 北
LF1671073115309867008,1100,87.0,3,开发区其它,南 北
LF1664200824479285248,1100,88.0,3,开发区其它,南 北
LF1675697796809752576,800,74.5,2,开发区其它,南
LF1606149508792582144,4500,360.0,5,开发区其它,南 北
LF1711605222561808384,1000,40.0,1,金谷商圈,北
LF2899118583789387776,1000,40.0,1,金谷商圈,西
LF2770994119986642944,2000,120.0,2,金谷商圈,南 北
LF2770994271057354752,1800,83.0,2,金谷商圈,南
LF2770995713386496000,1800,88.0,2,金谷商圈,南
LF2770994708867465216,1500,88.0,2,金谷商圈,南 北
LF1698222609541365760,1000,61.0,1,香河,南
LF1716802192054157312,1100,86.0,2,香河,南 北
LF1710859170862858240,2000,89.0,2,香河,南
LF1710969205219655680,1200,120.0,1,香河,西
LF1709778113258323968,1000,106.0,2,香河,南 北
LF1706616131407577088,2000,127.0,1,香河,南 北
LF1695750160224616448,1200,70.0,2,香河,南 北
LF1705791228068495360,800,62.0,1,香河,南
LF2770991089317330944,1500,120.0,2,金谷商圈,南 北
LF2770991729795670016,1500,88.0,2,金谷商圈,东南
LF2899808567576240128,1500,88.0,2,金谷商圈,南
LF2770995971260694528,2000,120.0,3,金谷商圈,南 北
LF2770991943679737856,1850,88.0,2,金谷商圈,南
LF2779645260236857344,1300,44.0,1,金谷商圈,北
LF1576081142077980672,800,69.5,1,金谷商圈,西北
LF2845700531907723264,1000,42.0,1,金谷商圈,北
LF1623620674230681600,1300,85.41,1,金谷商圈,南
LF2881128102266937344,1500,84.29,2,金谷商圈,南
LF1614825600076218368,999,46.0,1,金谷商圈,北
LF1719211230226284544,600,123.0,3,香河,南 北
LF1676539133255745536,1000,89.0,2,香河,南
LF1669291675891007488,833,98.0,3,香河,南 北
LF1630434070259302400,833,87.0,2,香河,南 北
LF1699678502288097280,1400,126.0,3,香河,南 北
LF1688046330737328128,1200,86.32,2,香河,南
LF1627177681722277888,1000,82.5,2,香河,南
LF1706264525923155968,416,122.0,3,香河,南 北
LF1718524464703995904,1200,79.0,2,香河,南 北
LF1719201448526348288,1000,78.0,2,香河,南
LF1683363426312650752,1700,89.0,2,香河,南
LF1709780484126408704,1400,45.0,1,金谷商圈,北
LF1634440380076261376,2000,82.25,2,金谷商圈,东 南
LF1704846089565241344,1200,62.23,1,金谷商圈,西南
LF1570979441234935808,650,83.7,2,香河,南 北
LF1714851010154856448,1300,104.34,3,香河,南 北
LF1693512226616377344,833,100.0,2,香河,南 北
LF1709516343650287616,1000,63.32,1,香河,南
LF1709497463057940480,800,60.0,1,香河,南
LF1697574142930321408,1200,83.0,2,香河,南
LF1689630155447730176,1200,79.0,2,香河,东 南
LF1719240332375228416,1000,70.0,1,香河,南
LF1686568922746191872,1000,96.0,3,香河,南 北
LF1717858981755486208,1000,94.0,3,香河,南 北
LF2827606521238519808,800,70.0,2,香河,南 北
LF1693119508677394432,1000,108.0,3,香河,南 北
LF2857837077897150464,7000,228.0,4,香河,南 北
LF1696815102969249792,1200,85.0,2,香河,南
LF1705536547895377920,1000,62.5,2,香河,南
LF1704448060047753216,1300,82.92,2,开发区其它,南 北
LF2638461431799873536,2600,270.0,5,开发区其它,南 北
LF1693947570121867264,1200,78.43,2,开发区其它,南
LF1692874169772933120,1600,80.0,2,开发区其它,南
LF1592083636327284736,2500,190.0,3,开发区其它,南 北
LF1614893034250436608,1300,89.0,3,开发区其它,南 北
LF1680900479661375488,1000,107.0,3,开发区其它,南
LF1690563167232458752,1500,82.0,2,开发区其它,东南
LF1659407322029490176,1000,93.0,3,开发区其它,南 北
LF1718571218233196544,1100,67.0,1,香河,南
LF1686210134470033408,3500,171.0,3,香河,南 北
LF1695746334885150720,1100,110.0,3,香河,南 北
LF1658418751558647808,1000,84.0,2,香河,南
LF1709899148892831744,1200,98.5,3,香河,南 北
LF1627177681722277888,1000,82.5,2,香河,南
LF1676539133255745536,1000,89.0,2,香河,南
LF1669291675891007488,833,98.0,3,香河,南 北
LF1671536466527780864,1200,70.0,2,香河,南 北
LF1719211230226284544,600,123.0,3,香河,南 北
LF1699678502288097280,1400,126.0,3,香河,南 北
LF1688046330737328128,1200,86.32,2,香河,南
LF1630434070259302400,833,87.0,2,香河,南 北
LF1699999076843520000,1400,63.84,1,开发区其它,南
LF1650067713831206912,1200,40.0,1,开发区其它,北
LF1701802492834086912,1200,79.54,2,开发区其它,南 北
LF1711390347071848448,1300,39.21,1,开发区其它,南
LF1686933333503639552,1100,77.0,2,开发区其它,南
LF1676121337707364352,1500,51.07,1,开发区其它,南
LF1706257319693647872,1000,76.9,2,开发区其它,南
LF1714841833525215232,1400,89.0,3,开发区其它,南 北
LF1708070111161614336,1800,87.0,2,开发区其它,南 北
LF1694910939482030080,1200,72.0,2,开发区其它,东 南
LF1714940103803011072,1400,107.0,3,开发区其它,南 北
LF1686744684992397312,920,85.0,2,开发区其它,南 北
LF1716826033312759808,1850,95.0,3,开发区其它,南 北
LF2876673619784900608,3500,138.75,3,开发区其它,南 北
LF1641730472620851200,1500,138.0,3,开发区其它,南 北
LF1678589005253312512,1100,90.0,3,开发区其它,南
LF1584816375598153728,1100,62.0,1,开发区其它,南
LF1681664206937522176,3300,153.58,3,开发区其它,南 北
LF1643480631457349632,800,88.0,3,开发区其它,南 北
LF1673289879380819968,1200,88.0,3,开发区其它,南 北
LF1712036056775262208,1000,83.0,2,开发区其它,南 北
LF1712320433283399680,1100,85.66,3,开发区其它,南 北
LF1712410555798519808,1400,107.0,3,开发区其它,南 北
LF1715314396546203648,2500,133.0,3,开发区其它,南 北
LF1715925022834425856,1200,80.0,2,开发区其它,南
LF1717388638041407488,1200,71.0,2,开发区其它,南 北
LF1683363426312650752,1700,89.0,2,香河,南
LF1570979441234935808,650,83.7,2,香河,南 北
LF1714851010154856448,1300,104.34,3,香河,南 北
LF1695750160224616448,1200,70.0,2,香河,南 北
LF1716802192054157312,1100,86.0,2,香河,南 北
LF1705791228068495360,800,62.0,1,香河,南
LF1709778113258323968,1000,106.0,2,香河,南 北
LF1710859170862858240,2000,89.0,2,香河,南
LF1710969205219655680,1200,120.0,1,香河,西
LF1698222609541365760,1000,61.0,1,香河,南
LF1718169634265366528,1000,55.0,1,开发区其它,南
LF1638883758109097984,3500,240.0,6,开发区其它,南 北
LF1647094961557995520,1300,88.0,3,开发区其它,南 北
LF1595763335612071936,1800,119.83,4,开发区其它,南 北
LF1717870081247019008,1800,107.0,3,开发区其它,南 北
LF2800617964465307648,1000,110.0,3,开发区其它,南 北
LF1649391652629905408,2600,89.0,2,开发区其它,南
LF1701518142167056384,1500,96.0,3,开发区其它,南 北
LF1686254554653392896,1200,78.0,2,开发区其它,南 北
LF2845776378748469248,1300,234.0,4,开发区其它,南 北
LF1690698697114910720,1200,68.2,2,开发区其它,南
LF1681143660319604736,2400,130.0,3,开发区其它,南 北
LF1637400572619390976,2000,258.19,4,开发区其它,南 北
LF1573319590061015040,800,78.0,2,开发区其它,南 北
LF1677642519506059264,1050,88.0,3,开发区其它,南 北
LF1718869251827171328,2200,164.0,3,开发区其它,南
LF1684135038439915520,1400,92.0,2,开发区其它,南 北
LF1685239596339691520,1500,92.0,3,开发区其它,南 北
LF1685116346485964800,1300,60.0,1,开发区其它,南
LF1714985156705517568,1300,49.0,1,开发区其它,南
LF1716287187483361280,1400,80.0,2,开发区其它,南 北
LF1716058205894737920,800,45.0,1,开发区其它,北
LF1716378370549219328,2000,125.0,3,开发区其它,南
LF1686671890074042368,1100,78.35,2,开发区其它,南 北
LF1692531600186671104,1300,81.0,2,开发区其它,南 北
LF1638109318010109952,1100,80.0,2,香河,南
LF2827606521238519808,800,70.0,2,香河,南 北
LF1719194291567329280,850,59.0,1,香河,南
LF2857837077897150464,7000,228.0,4,香河,南 北
LF1692762605455671296,1000,78.06,2,香河,南
LF1693119508677394432,1000,108.0,3,香河,南 北
LF1705161851840495616,800,67.0,2,香河,南
LF1705163277257932800,800,67.0,2,香河,南
LF1658027940786470912,1000,35.0,1,香河,西
LF2657086012915712000,750,32.0,1,香河,北
LF2656590914813960192,800,80.0,2,香河,南
LF2665201393501487104,1300,130.0,3,香河,南 北
LF2680305811460734976,1000,109.44,3,香河,南
LF2675160349337976832,1500,85.0,2,香河,南
LF1710205411799334912,833,80.0,2,香河,南
LF1717858981755486208,1000,94.0,3,香河,南 北
LF1710137520030744576,1000,80.0,2,香河,南
LF2857214725568610304,1000,75.0,2,香河,东 北
LF1709778031188377600,900,90.0,2,香河,南 北
LF1717807417460260864,950,60.0,1,香河,南
LF1676970583050420224,1250,72.64,1,香河,南
LF1718590404917460992,1000,94.0,3,香河,南 北
LF1718620904369422336,1100,82.0,2,香河,东南
LF1652250272434487296,1000,79.0,2,香河,南
LF1580437973676064768,1200,77.87,2,香河,南 北
LF1711637334602022912,800,56.65,1,香河,南
LF1680390087218561024,833,70.0,1,香河,南
LF1689936620611960832,1500,100.0,3,香河,南 北
LF1647523283974750208,1300,100.0,3,香河,南 北
LF1689562792568291328,833,90.0,2,香河,南 北
LF1713108269922254848,700,83.0,2,香河,南 北
LF1677159968551206912,1100,136.69,3,香河,南 北
LF1713120958778179584,500,80.0,2,香河,南
LF1718620904369422336,1100,82.0,2,香河,东南
LF1676970583050420224,1250,72.64,1,香河,南
LF1718590404917460992,1000,94.0,3,香河,南 北
LF1718494247272841216,1000,100.0,2,香河,南
LF1670399220579827712,1300,100.0,2,香河,南 北
LF2827606521238519808,800,70.0,2,香河,南 北
LF1709778031188377600,900,90.0,2,香河,南 北
LF1687319284000227328,833,91.0,2,香河,南 北
LF1709907084205621248,1400,133.0,4,香河,南 北
LF1716816518815154176,1100,62.0,1,香河,南
LF1638109318010109952,1100,80.0,2,香河,南
LF1686568922746191872,1000,96.0,3,香河,南 北
LF2683877865488908288,1400,120.0,3,香河,东
LF2869722671229173760,600,126.67,4,香河,南 北
LF2870864697924517888,900,114.0,4,香河,南
LF2867360842834247680,1400,103.0,3,香河,南 北
LF2872460489039028224,900,76.34,2,香河,南 北
LF2871700015964241920,1600,86.0,3,香河,南 北
LF2873964359179313152,1000,99.0,3,香河,南 北
LF2874430449315487744,850,78.0,2,香河,南 北
LF2876648337904508928,1000,91.0,3,香河,南 北
LF2878918903008854016,1100,80.0,2,香河,南
LF1606518394771734528,1000,77.0,2,香河,南
LF1647930754325282816,5000,208.4,4,香河,南 北
LF2891164809083502592,1000,98.0,2,香河,南 北
LF1676802517792456704,1000,75.0,2,香河,西南
LF1705482738624102400,700,58.86,1,香河,南
LF1718132941248266240,750,45.0,1,香河,南
LF1670399220579827712,1300,100.0,2,香河,南 北
LF1718494247272841216,1000,100.0,2,香河,南
LF1690236124661809152,800,74.0,2,香河,南 北
LF2816678695522009088,800,80.0,2,香河,南 北
LF1621384499986169856,1200,78.29,2,香河,南 北
LF1710205411799334912,833,80.0,2,香河,南
LF1676802517792456704,1000,75.0,2,香河,西南
LF1705482738624102400,700,58.86,1,香河,南
LF1689936620611960832,1500,100.0,3,香河,南 北
LF1718132941248266240,750,45.0,1,香河,南
LF1680390087218561024,833,70.0,1,香河,南
LF1719194291567329280,850,59.0,1,香河,南
LF1717807417460260864,950,60.0,1,香河,南
LF1685153508438835200,3000,270.0,3,香河,南 北
LF2882446766874034176,900,75.0,2,香河,南 北
LF2885590445922975744,1100,110.0,3,香河,南 北
LF2886100410492796928,1000,84.0,2,香河,南 北
LF2891913629953957888,1300,132.0,4,香河,南 北
LF1648240444842180608,2600,171.0,4,香河,南 北
LF2816678695522009088,800,80.0,2,香河,南 北
LF1621384499986169856,1200,78.29,2,香河,南 北
LF2777357421671628800,1200,80.23,2,香河,南 北
LF1700822536800960512,900,78.0,2,香河,南 北
LF1713124278657875968,1200,71.33,2,香河,南
LF1576045347216556032,850,110.0,3,香河,南 北
LF1690623882760814592,1200,74.0,2,香河,南
LF2780433432260378624,1500,87.29,3,香河,南 北
LF1713093217760575488,1000,86.0,2,香河,南 北
LF1568879845805391872,500,105.0,3,香河,南 北
LF2833130817059037184,1100,85.0,2,香河,南 北
LF2830342792491319296,900,76.0,2,香河,南 北
LF2835298740389289984,1000,33.0,1,香河,南
LF2837706614776004608,1300,83.17,2,香河,南
LF2836114946478317568,1000,123.0,4,香河,南 北
LF2840609347393306624,1000,87.05,3,香河,南
LF2884128531859128320,900,85.0,2,香河,南
LF2884021583062499328,1300,79.23,2,香河,南
LF2884140331501633536,1300,88.0,3,香河,南 北
LF2884610940631269376,1300,70.0,2,香河,南
LF2884778522461872128,600,114.56,3,香河,南 西北 北
LF2511597845682339840,908,56.65,2,香河,南
LF2536897559331880960,1000,83.0,2,香河,南
LF2842139446563323904,1100,80.0,2,香河,南
LF2842075895744184320,800,58.72,2,香河,南
LF2844988718463320064,1000,45.0,1,香河,南
LF2843491751921197056,900,71.4,2,香河,南
LF2844263135840845824,800,85.0,2,香河,南 北
LF2736090615028137984,900,86.68,2,香河,南
LF2738226539434360832,950,82.0,2,香河,南
LF2738243145631539200,1150,83.0,2,香河,南
LF2745037395149209600,1000,99.27,3,香河,南 北
LF2746949080537374720,1000,80.0,2,香河,南
LF2845771359525806080,1000,90.74,3,香河,南
LF2847191146017865728,1000,92.48,3,香河,南 北
LF2847178892526501888,1500,250.0,4,香河,南
LF2861577501732782080,1300,80.0,2,香河,南 北
LF2860116182429089792,600,80.16,2,香河,南
LF2862299355065892864,1100,95.0,3,香河,南
LF2863028279298752512,1000,64.05,1,香河,西南
LF2865264671378636800,1150,82.0,2,香河,南
LF2866016649855901696,600,99.0,3,香河,南
LF2870994087899832320,1200,82.0,2,香河,南
LF1639462020988272640,1200,84.0,2,香河,西南
LF1651792862364303360,1000,116.0,3,香河,南 北
LF2747042091937824768,1000,82.0,2,香河,南
LF2750047119560941568,1500,77.0,2,香河,南
LF2747664979745579008,5500,152.0,4,香河,南 西 北
LF2765919104673529856,1000,100.0,2,香河,南
LF2767260286468489216,1000,120.0,3,香河,南 北
LF2769379290146406400,1200,86.0,2,香河,南
LF2771700754077974528,800,79.0,2,香河,南
LF2777514402566914048,850,83.65,2,香河,南 北
LF2777505100623781888,1200,96.0,3,香河,南 北
LF2781768830890803200,1100,83.0,2,香河,南
LF2784921543447420928,1000,115.0,4,香河,南 北
LF2789240856765538304,1000,84.0,2,香河,南
LF2791408816955334656,600,114.0,4,香河,南 北
LF2790447170824699904,1200,109.0,3,香河,南 北
LF2799220153810681856,1500,134.0,4,香河,东 南 北
LF2797797885482647552,1000,87.0,3,香河,南 北
LF2797939873930289152,500,110.0,3,香河,南
LF2801234385427234816,1200,87.0,2,香河,南
LF2805883694705803264,1200,89.0,3,香河,南 西北
LF2810678732434980864,1300,82.0,2,香河,南
LF2816498669333774336,600,85.0,2,香河,南
LF2813729640366489600,900,35.0,2,香河,南
LF2815169290368450560,600,79.0,2,香河,南
LF2828112828987351040,1000,83.0,2,香河,南 北
LF2832592702368129024,400,80.0,2,香河,南
LF1584144249392201728,1250,75.0,2,香河,南
LF1584217004863127552,1500,115.0,3,香河,南 北
LF1583772063179472896,800,85.0,2,香河,南
LF1583815899222114304,900,83.0,2,香河,南
LF1583014609856495616,800,76.0,2,香河,南 北
LF1582613549149061120,1000,84.75,2,香河,南
LF1670755013615419392,800,84.0,2,香河,南 北
LF1670758876506488832,800,80.0,2,香河,南 北
LF1585228864500531200,950,75.0,2,香河,南
LF1671746033052286976,400,70.0,2,香河,南 北
LF1671870428269772800,1200,73.0,2,香河,南 北
LF1671886463559532544,1000,74.0,2,香河,南 北
LF1672088961016659968,800,79.0,2,香河,南
LF1672079949990723584,1300,117.0,3,香河,南 北
LF1672109872029630464,1500,89.0,3,香河,南 北
LF1672189483186913280,866,102.0,2,香河,南 北
LF1666013973947875328,1300,89.07,2,香河,南
LF1666302795243847680,1000,93.5,3,香河,南 北
LF1666371069872701440,1400,130.0,3,香河,南 北
LF1666370076619571200,1200,86.43,3,香河,南
LF1666413695200133120,1200,85.0,2,香河,南
LF1666427018117382144,917,85.0,2,香河,南
LF1666417279912378368,1100,89.74,3,香河,南 北
LF1666759229769252864,800,63.0,1,香河,南
LF1667032390679134208,1100,33.0,1,香河,西
LF1586570275497967616,1200,81.37,2,香河,南
LF1586562003806191616,1100,88.0,3,香河,南 北
LF1667387798434349056,1200,62.0,1,香河,西 北
LF1588802054963331072,400,81.88,2,香河,南
LF1589582604330336256,3000,247.32,5,香河,南 北
LF1701068050901499904,1000,58.0,1,香河,南
LF1700828520260829184,780,45.0,1,香河,南
LF1700821234310184960,1200,80.0,2,香河,南 北
LF1700821794778251264,850,120.0,3,香河,南 北
LF1700784891014152192,1000,86.0,2,香河,南 北
LF1700779695198437376,1000,80.0,2,香河,南 北
LF1700807555535601664,1200,80.0,2,香河,南
LF2901554860611092480,900,93.0,3,香河,南 北
LF2901423452630294528,900,65.88,1,香河,南
LF2902319132861005824,800,132.0,4,香河,南 北
LF2903558984902647808,600,87.05,3,香河,南 北
LF1696186147937452032,1000,94.0,3,香河,南 北
LF1696387903128600576,1100,86.0,2,香河,南
LF1701105964083576832,1000,83.0,2,香河,南 北
LF1701073440057851904,1400,128.0,4,香河,南
LF1701172914050564096,700,51.0,1,香河,南
LF1701493849412599808,1000,88.0,2,香河,南 北
LF1701490120642789376,1400,106.0,3,香河,南 北
LF1701514037218508800,833,90.0,2,香河,南 北
LF1701519164411215872,1200,87.0,2,香河,南
LF1701794612596703232,500,35.0,1,香河,南
LF2907109883943845888,1100,77.0,2,香河,南
LF1564863093526233088,1100,107.0,3,香河,南 北
LF1566261981235642368,900,81.0,2,香河,南
LF1565181531188625408,1200,107.0,3,香河,南
LF1565602576450191360,1500,134.29,3,香河,南
LF1566385571813654528,1500,118.0,3,香河,南 北
LF1566640235360550912,1000,99.0,3,香河,南
LF1567457347817701376,500,80.0,2,香河,南
LF2816536020122599424,1000,85.0,2,香河,南 北
LF2815785400600100864,1100,95.0,3,香河,南
LF2829050208409886720,1200,79.6,2,香河,南
LF1692405779786629120,1200,104.0,3,香河,南 北
LF1692119822264958976,1300,58.0,1,香河,东
LF1692129204667154432,1200,99.0,3,香河,西南
LF1692130017598767104,500,34.0,1,香河,西南
LF1692119746402582528,1000,83.0,2,香河,南 北
LF1692132227338469376,1200,83.0,2,香河,南
LF1692103725394427904,2670,262.0,4,香河,东 西
LF1692377089275068416,900,76.0,2,香河,南
LF1692473869954187264,900,65.0,1,香河,南
LF1692542235846901760,1200,78.0,2,香河,南
LF1715943085487161344,800,60.0,1,香河,南
LF1716016697539821568,1500,99.0,3,香河,南 北
LF1716024838931349504,900,87.0,2,香河,南
LF1716418362440941568,1500,107.86,3,香河,南 北
LF1701810329522012160,1100,99.0,3,香河,南 北
LF1701812341865185280,600,110.0,3,香河,东南
LF1701535501028163584,1000,74.0,2,香河,南 北
LF1697814183229259776,1000,74.0,2,香河,南
LF1697883390352556032,1300,73.0,2,香河,南
LF1697854704626696192,900,85.0,2,香河,东 南 北
LF1697938701805420544,1600,99.0,3,香河,南 北
LF1697926710776823808,1200,95.0,2,香河,南
LF1697989978304282624,500,70.0,2,香河,南 北
LF1697979173139644416,1200,70.0,2,香河,南
LF1698262478581923840,700,80.0,2,香河,南
LF1698250877753622528,1000,218.0,4,香河,南 北
LF1698249187830792192,835,105.0,3,香河,南 北
LF1698195280937091072,1100,93.0,2,香河,南 北
LF2821779415594713088,1500,99.0,3,香河,南 北
LF2830449607631716352,600,94.25,3,香河,南 北
LF2831811969781612544,500,97.0,2,香河,南 北
LF2835424703491866624,1000,70.0,2,香河,北
LF2837543436922388480,1200,88.73,3,香河,南 北
LF2843309295393570816,500,60.0,1,香河,东
LF2847140815770222592,900,83.89,2,香河,南
LF2847120114321457152,1400,113.75,3,香河,南 北
LF2852941360171065344,1500,95.0,3,香河,南 北
LF2852196752025993216,1000,97.0,3,香河,南 北
LF1647546715470823424,2500,121.0,3,香河,南 北
LF1688401860681007104,900,78.0,2,香河,南 北
LF1688471207491403776,1300,85.0,2,香河,南
LF1688465731760422912,2500,118.0,3,香河,南 北
LF1692765988195401728,900,84.0,2,香河,南
LF1692824494625783808,1000,75.0,2,香河,南
LF1692853784083955712,1000,92.0,2,香河,南 北
LF1692846250472243200,1000,86.0,2,香河,南 北
LF1692867052139708416,1500,98.86,2,香河,南 北
LF1657649284436197376,900,70.0,1,香河,东
LF1657660070520946688,1200,96.0,3,香河,南 北
LF1657629840146169856,1100,82.0,2,香河,东南
LF1657394854239404032,950,73.0,2,香河,南 北
LF1657599558844153856,1000,78.0,2,香河,南
LF1657968759761010688,1300,109.0,3,香河,东南
LF1716679556577886208,1000,60.0,1,香河,南
LF1685877177075105792,1100,42.0,2,香河,南
LF1685867621188108288,1000,124.0,3,香河,南 北
LF1686229780682244096,650,109.48,3,香河,南 北
LF1686295738360791040,1100,42.0,2,香河,北
LF1686587503496134656,1200,140.0,4,香河,南 北
LF1717055921156259840,1100,84.85,2,香河,南
LF1717393974907371520,1100,83.0,2,香河,南 北
LF1717392395424759808,850,101.0,2,香河,南 北
LF1717388376501387264,1400,110.0,3,香河,南
LF1717775101077749760,1000,100.0,2,香河,南
LF1717497651378782208,1200,87.76,2,香河,南 北
LF1686929648966959104,900,80.0,2,香河,南 北
LF1698547768764661760,1100,120.0,3,香河,南 北
LF1688420446271176704,1100,102.0,2,香河,南 北
LF1658041829850873856,800,73.0,2,香河,南
LF1658485271957602304,1400,98.0,2,香河,南 北
LF1658667951751954432,1100,98.56,3,香河,南 北
LF1658338366522916864,1100,93.0,3,香河,南 北
LF1658806209844609024,1100,85.0,2,香河,南
LF1696545147203878912,900,49.37,1,香河,北
LF1696458083271704576,1100,78.0,2,香河,南 北
LF1687312156774629376,833,91.0,2,香河,南 北
LF1687008480814170112,1100,110.0,3,香河,南 北
LF1687018529326366720,2500,150.0,4,香河,南 北
LF1687060648325808128,900,94.21,2,香河,南 北
LF1687021927383695360,1500,116.0,3,香河,南 北
LF1687699071105499136,1500,130.0,4,香河,南 北
LF1687674632829665280,833,85.0,2,香河,南 北
LF1687429230180171776,1500,85.0,2,香河,南 北
LF1687431682690383872,1000,77.11,2,香河,东南
LF1687430344304754688,1600,85.0,2,香河,北
LF1687431207576403968,1300,99.0,3,香河,南 北
LF1688032063673860096,850,100.0,2,香河,南
LF1687746974465392640,1200,82.5,2,香河,东南
LF1665326484866203648,1000,73.76,2,香河,东南
LF1580197608314372096,1200,97.0,2,香河,南 北
LF1580149533747183616,1000,93.0,3,香河,西南
LF1580860162594308096,1200,133.0,4,香河,东 南 北
LF1580836516463116288,1200,70.29,2,香河,南
LF1580496074760519680,800,90.0,2,香河,南 北
LF1580415671219519488,500,117.0,4,香河,南 北
